"symptom date","cases","deaths","hospitalization"
"2020-06-09","0","1","0"
"2020-04-27","0","1","0"
"2020-02-02","1","0","0"
"2020-02-03","1","0","0"
"2020-02-10","1","0","0"
"2020-02-13","1","0","0"
"2020-02-19","1","0","0"
"2020-02-19","1","0","0"
"2020-02-21","1","0","1"
"2020-02-21","1","0","0"
"2020-02-23","1","0","1"
"2020-02-24","1","0","0"
"2020-02-25","2","0","0"
"2020-02-25","1","0","0"
"2020-02-26","1","0","1"
"2020-02-28","1","0","0"
"2020-02-29","1","0","1"
"2020-02-29","1","0","0"
"2020-03-01","1","0","1"
"2020-03-01","1","0","1"
"2020-03-01","4","0","1"
"2020-03-01","3","0","1"
"2020-03-01","1","0","0"
"2020-03-01","1","0","0"
"2020-03-01","1","0","0"
"2020-03-01","1","0","0"
"2020-03-02","1","0","1"
"2020-03-03","2","0","0"
"2020-03-03","2","0","1"
"2020-03-03","1","0","1"
"2020-03-03","1","0","0"
"2020-03-03","1","0","1"
"2020-03-03","1","0","0"
"2020-03-04","3","0","0"
"2020-03-04","1","0","0"
"2020-03-04","2","0","0"
"2020-03-05","2","0","0"
"2020-03-05","1","0","0"
"2020-03-05","3","0","2"
"2020-03-05","1","0","1"
"2020-03-06","3","0","2"
"2020-03-06","2","0","2"
"2020-03-06","1","0","0"
"2020-03-06","2","0","1"
"2020-03-06","1","0","0"
"2020-03-07","5","0","2"
"2020-03-07","3","0","2"
"2020-03-07","4","0","1"
"2020-03-07","1","0","0"
"2020-03-07","1","0","0"
"2020-03-08","3","0","2"
"2020-03-08","1","0","1"
"2020-03-08","1","0","0"
"2020-03-08","1","0","0"
"2020-03-08","2","0","0"
"2020-03-09","8","0","2"
"2020-03-09","4","0","2"
"2020-03-09","3","0","1"
"2020-03-09","4","0","0"
"2020-03-09","1","0","0"
"2020-03-09","1","0","0"
"2020-03-09","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","4","0","0"
"2020-03-10","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","10","0","1"
"2020-03-10","2","0","0"
"2020-03-10","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","3","0","0"
"2020-03-11","4","0","2"
"2020-03-11","1","0","0"
"2020-03-11","2","0","0"
"2020-03-11","8","0","2"
"2020-03-11","2","0","0"
"2020-03-11","1","0","0"
"2020-03-11","1","0","0"
"2020-03-11","1","0","0"
"2020-03-11","1","0","0"
"2020-03-11","1","0","0"
"2020-03-12","1","0","1"
"2020-03-12","8","0","4"
"2020-03-12","3","0","1"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","6","0","0"
"2020-03-12","4","0","1"
"2020-03-12","2","0","0"
"2020-03-12","1","0","0"
"2020-03-12","2","0","0"
"2020-03-12","2","0","0"
"2020-03-13","1","0","1"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","11","0","3"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","8","0","1"
"2020-03-13","3","0","0"
"2020-03-13","2","0","1"
"2020-03-13","1","0","0"
"2020-03-13","2","0","0"
"2020-03-13","2","0","0"
"2020-03-13","2","0","0"
"2020-03-13","1","0","0"
"2020-03-14","2","0","0"
"2020-03-14","7","0","2"
"2020-03-14","2","0","0"
"2020-03-14","1","0","1"
"2020-03-14","9","0","1"
"2020-03-14","2","0","0"
"2020-03-14","1","0","1"
"2020-03-14","1","0","0"
"2020-03-14","1","0","0"
"2020-03-14","3","0","0"
"2020-03-14","3","0","1"
"2020-03-14","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","13","1","4"
"2020-03-15","5","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","7","0","0"
"2020-03-15","4","0","0"
"2020-03-15","4","0","0"
"2020-03-15","1","0","0"
"2020-03-15","2","0","0"
"2020-03-16","1","0","0"
"2020-03-16","1","0","1"
"2020-03-16","30","0","10"
"2020-03-16","5","0","2"
"2020-03-16","18","0","1"
"2020-03-16","4","0","1"
"2020-03-16","3","0","0"
"2020-03-16","6","0","0"
"2020-03-16","1","0","0"
