"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-06-12"
"China","Beijing Municipality",597,4,164,9,584,"2020-06-12"
"China","Chongqing Municipality",579,0,1,6,573,"2020-06-12"
"China","Fujian Province",361,4,3,1,356,"2020-06-12"
"China","Gansu province",139,0,0,2,137,"2020-06-12"
"China","Guangdong Province",1607,10,11,8,1589,"2020-06-12"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-06-12"
"China","Guizhou Province",147,0,0,2,145,"2020-06-12"
"China","Hainan Province",169,1,0,6,162,"2020-06-12"
"China","Hebei Province",328,0,0,6,322,"2020-06-12"
"China","Heilongjiang Province",947,0,394,13,934,"2020-06-12"
"China","Henan Province",1276,0,0,22,1254,"2020-06-12"
"China","Hong Kong Special Administrative Region",1108,44,63,4,1060,"2020-06-12"
"China","Hubei Province",68135,0,0,4512,63623,"2020-06-12"
"China","Hunan Province",1019,0,0,4,1015,"2020-06-12"
"China","Inner Mongolia Autonomous Region",237,5,34,1,231,"2020-06-12"
"China","Jiangsu Province",653,0,3,0,653,"2020-06-12"
"China","Jiangxi Province",932,0,0,1,931,"2020-06-12"
"China","Jilin Province",155,0,19,2,153,"2020-06-12"
"China","Liaoning Province",149,0,0,2,147,"2020-06-12"
"China","Macao Special Administrative Region",45,0,9,0,45,"2020-06-12"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-06-12"
"China","Qinghai Province",18,0,0,0,18,"2020-06-12"
"China","Shaanxi Province",311,2,1,3,306,"2020-06-12"
"China","Shandong Province",792,4,14,7,781,"2020-06-12"
"China","Shanghai Municipality",689,16,300,7,666,"2020-06-12"
"China","Shanxi Province",198,0,64,0,198,"2020-06-12"
"China","Sichuan Province",582,18,13,3,561,"2020-06-12"
"China","Taiwan Province",443,5,348,7,431,"2020-06-12"
"China","Tianjin Municipality",196,4,48,3,189,"2020-06-12"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-06-12"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-06-12"
"China","Yunnan Province",185,0,0,2,183,"2020-06-12"
"China","Zhejiang Province",1268,0,3,1,1267,"2020-06-12"
