"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,170,0,6,814,"2020-02-27"
"China","Beijing Municipality",410,157,0,5,248,"2020-02-27"
"China","Chongqing Municipality",576,169,0,6,401,"2020-02-27"
"China","Fujian Province",296,63,0,1,232,"2020-02-27"
"China","Gansu province",91,8,0,2,81,"2020-02-27"
"China","Guangdong Province",1347,450,0,7,890,"2020-02-27"
"China","Guangxi Zhuang Autonomous Region",252,84,0,2,166,"2020-02-27"
"China","Guizhou Province",146,32,0,2,112,"2020-02-27"
"China","Hainan Province",168,32,0,5,131,"2020-02-27"
"China","Hebei Province",318,38,0,6,274,"2020-02-27"
"China","Heilongjiang Province",480,187,0,13,280,"2020-02-27"
"China","Henan Province",1272,149,0,20,1103,"2020-02-27"
"China","Hong Kong Special Administrative Region",93,65,0,2,26,"2020-02-27"
"China","Hubei Province",65914,36829,0,2682,26403,"2020-02-27"
"China","Hunan Province",1017,209,0,4,804,"2020-02-27"
"China","Inner Mongolia Autonomous Region",75,32,0,0,43,"2020-02-27"
"China","Jiangsu Province",631,133,0,0,498,"2020-02-27"
"China","Jiangxi Province",934,179,0,1,754,"2020-02-27"
"China","Jilin Province",93,24,0,1,68,"2020-02-27"
"China","Liaoning Province",121,27,0,1,93,"2020-02-27"
"China","Macao Special Administrative Region",10,2,0,0,8,"2020-02-27"
"China","Ningxia Hui Autonomous Region",72,4,0,0,68,"2020-02-27"
"China","Qinghai Province",18,0,0,0,18,"2020-02-27"
"China","Shaanxi Province",245,49,0,1,195,"2020-02-27"
"China","Shandong Province",756,360,0,6,390,"2020-02-27"
"China","Shanghai Municipality",337,58,0,3,276,"2020-02-27"
"China","Shanxi Province",133,26,0,0,107,"2020-02-27"
"China","Sichuan Province",534,210,0,3,321,"2020-02-27"
"China","Taiwan Province",32,25,0,1,6,"2020-02-27"
"China","Tianjin Municipality",136,31,0,3,102,"2020-02-27"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-02-27"
"China","Xinjiang Uygur Autonomous Region",76,30,0,3,43,"2020-02-27"
"China","Yunnan Province",174,22,0,2,150,"2020-02-27"
"China","Zhejiang Province",1205,272,0,1,932,"2020-02-27"
