"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",934,735,0,6,193,"2020-02-14"
"China","Beijing Municipality",372,289,0,3,80,"2020-02-14"
"China","Chongqing Municipality",537,380,0,5,152,"2020-02-14"
"China","Fujian Province",285,219,0,0,66,"2020-02-14"
"China","Gansu province",90,49,0,2,39,"2020-02-14"
"China","Guangdong Province",1261,897,0,2,362,"2020-02-14"
"China","Guangxi Zhuang Autonomous Region",235,193,0,2,40,"2020-02-14"
"China","Guizhou Province",140,111,0,1,28,"2020-02-14"
"China","Hainan Province",159,112,0,4,43,"2020-02-14"
"China","Hebei Province",291,202,0,3,86,"2020-02-14"
"China","Heilongjiang Province",425,366,0,11,48,"2020-02-14"
"China","Henan Province",1184,816,0,11,357,"2020-02-14"
"China","Hong Kong Special Administrative Region",56,54,0,1,1,"2020-02-14"
"China","Hubei Province",54406,48175,0,1457,4774,"2020-02-14"
"China","Hunan Province",988,622,0,2,364,"2020-02-14"
"China","Inner Mongolia Autonomous Region",65,59,0,0,6,"2020-02-14"
"China","Jiangsu Province",593,436,0,0,157,"2020-02-14"
"China","Jiangxi Province",900,712,0,1,187,"2020-02-14"
"China","Jilin Province",88,62,0,1,25,"2020-02-14"
"China","Liaoning Province",119,89,0,1,29,"2020-02-14"
"China","Macao Special Administrative Region",10,7,0,0,3,"2020-02-14"
"China","Ningxia Hui Autonomous Region",67,43,0,0,24,"2020-02-14"
"China","Qinghai Province",18,7,0,0,11,"2020-02-14"
"China","Shaanxi Province",230,176,0,0,54,"2020-02-14"
"China","Shandong Province",523,385,0,2,136,"2020-02-14"
"China","Shanghai Municipality",326,235,0,1,90,"2020-02-14"
"China","Shanxi Province",127,89,0,0,38,"2020-02-14"
"China","Sichuan Province",470,354,0,1,115,"2020-02-14"
"China","Taiwan Province",18,16,0,0,2,"2020-02-14"
"China","Tianjin Municipality",120,85,0,3,32,"2020-02-14"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-02-14"
"China","Xinjiang Uygur Autonomous Region",65,58,0,1,6,"2020-02-14"
"China","Yunnan Province",162,126,0,0,36,"2020-02-14"
"China","Zhejiang Province",1155,752,0,0,403,"2020-02-14"
