"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,14,0,6,970,"2020-03-05"
"China","Beijing Municipality",422,116,0,8,298,"2020-03-05"
"China","Chongqing Municipality",576,58,0,6,512,"2020-03-05"
"China","Fujian Province",296,17,0,1,278,"2020-03-05"
"China","Gansu province",102,13,0,2,87,"2020-03-05"
"China","Guangdong Province",1351,163,0,7,1181,"2020-03-05"
"China","Guangxi Zhuang Autonomous Region",252,33,0,2,217,"2020-03-05"
"China","Guizhou Province",146,30,0,2,114,"2020-03-05"
"China","Hainan Province",168,4,0,6,158,"2020-03-05"
"China","Hebei Province",318,8,0,6,304,"2020-03-05"
"China","Heilongjiang Province",481,88,0,13,380,"2020-03-05"
"China","Henan Province",1272,9,0,22,1241,"2020-03-05"
"China","Hong Kong Special Administrative Region",105,60,0,2,43,"2020-03-05"
"China","Hubei Province",67466,23972,0,2902,40592,"2020-03-05"
"China","Hunan Province",1018,76,0,4,938,"2020-03-05"
"China","Inner Mongolia Autonomous Region",75,9,0,1,65,"2020-03-05"
"China","Jiangsu Province",631,48,0,0,583,"2020-03-05"
"China","Jiangxi Province",935,33,0,1,901,"2020-03-05"
"China","Jilin Province",93,4,0,1,88,"2020-03-05"
"China","Liaoning Province",125,18,0,1,106,"2020-03-05"
"China","Macao Special Administrative Region",10,1,0,0,9,"2020-03-05"
"China","Ningxia Hui Autonomous Region",75,6,0,0,69,"2020-03-05"
"China","Qinghai Province",18,0,0,0,18,"2020-03-05"
"China","Shaanxi Province",245,20,0,1,224,"2020-03-05"
"China","Shandong Province",758,150,0,6,602,"2020-03-05"
"China","Shanghai Municipality",339,33,0,3,303,"2020-03-05"
"China","Shanxi Province",133,7,0,0,126,"2020-03-05"
"China","Sichuan Province",539,108,0,3,428,"2020-03-05"
"China","Taiwan Province",44,31,0,1,12,"2020-03-05"
"China","Tianjin Municipality",136,5,0,3,128,"2020-03-05"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-03-05"
"China","Xinjiang Uygur Autonomous Region",76,3,0,3,70,"2020-03-05"
"China","Yunnan Province",174,3,0,2,169,"2020-03-05"
"China","Zhejiang Province",1215,90,0,1,1124,"2020-03-05"
