"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,0,0,6,984,"2020-04-05"
"China","Beijing Municipality",587,136,164,8,443,"2020-04-05"
"China","Chongqing Municipality",579,3,1,6,570,"2020-04-05"
"China","Fujian Province",350,44,3,1,305,"2020-04-05"
"China","Gansu province",138,5,0,2,131,"2020-04-05"
"China","Guangdong Province",1524,129,11,8,1387,"2020-04-05"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-04-05"
"China","Guizhou Province",147,1,0,2,144,"2020-04-05"
"China","Hainan Province",168,0,0,6,162,"2020-04-05"
"China","Hebei Province",327,11,0,6,310,"2020-04-05"
"China","Heilongjiang Province",524,42,0,13,469,"2020-04-05"
"China","Henan Province",1276,2,0,22,1252,"2020-04-05"
"China","Hong Kong Special Administrative Region",890,680,37,4,206,"2020-04-05"
"China","Hubei Province",67803,648,0,3210,63945,"2020-04-05"
"China","Hunan Province",1019,1,0,4,1014,"2020-04-05"
"China","Inner Mongolia Autonomous Region",118,43,0,1,74,"2020-04-05"
"China","Jiangsu Province",651,18,3,0,633,"2020-04-05"
"China","Jiangxi Province",937,1,0,1,935,"2020-04-05"
"China","Jilin Province",98,5,2,1,92,"2020-04-05"
"China","Liaoning Province",142,12,0,2,128,"2020-04-05"
"China","Macao Special Administrative Region",44,34,9,0,10,"2020-04-05"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-04-05"
"China","Qinghai Province",18,0,0,0,18,"2020-04-05"
"China","Shaanxi Province",256,7,1,3,246,"2020-04-05"
"China","Shandong Province",780,18,14,7,755,"2020-04-05"
"China","Shanghai Municipality",531,142,19,6,383,"2020-04-05"
"China","Shanxi Province",138,5,5,0,133,"2020-04-05"
"China","Sichuan Province",559,16,13,3,540,"2020-04-05"
"China","Taiwan Province",363,304,18,5,54,"2020-04-05"
"China","Tianjin Municipality",180,33,0,3,144,"2020-04-05"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-04-05"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-04-05"
"China","Yunnan Province",184,10,0,2,172,"2020-04-05"
"China","Zhejiang Province",1263,32,3,1,1230,"2020-04-05"
