"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-04-25"
"China","Beijing Municipality",593,60,164,8,525,"2020-04-25"
"China","Chongqing Municipality",579,0,1,6,573,"2020-04-25"
"China","Fujian Province",355,5,3,1,349,"2020-04-25"
"China","Gansu province",139,0,0,2,137,"2020-04-25"
"China","Guangdong Province",1585,43,11,8,1534,"2020-04-25"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-04-25"
"China","Guizhou Province",147,0,0,2,145,"2020-04-25"
"China","Hainan Province",168,0,0,6,162,"2020-04-25"
"China","Hebei Province",328,4,0,6,318,"2020-04-25"
"China","Heilongjiang Province",930,408,384,13,509,"2020-04-25"
"China","Henan Province",1276,0,0,22,1254,"2020-04-25"
"China","Hong Kong Special Administrative Region",1037,280,47,4,753,"2020-04-25"
"China","Hubei Province",68128,23,0,4512,63593,"2020-04-25"
"China","Hunan Province",1019,0,0,4,1015,"2020-04-25"
"China","Inner Mongolia Autonomous Region",197,82,34,1,114,"2020-04-25"
"China","Jiangsu Province",653,7,3,0,646,"2020-04-25"
"China","Jiangxi Province",937,0,0,1,936,"2020-04-25"
"China","Jilin Province",109,9,3,1,99,"2020-04-25"
"China","Liaoning Province",146,1,0,2,143,"2020-04-25"
"China","Macao Special Administrative Region",45,18,9,0,27,"2020-04-25"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-04-25"
"China","Qinghai Province",18,0,0,0,18,"2020-04-25"
"China","Shaanxi Province",286,30,1,3,253,"2020-04-25"
"China","Shandong Province",787,13,14,7,767,"2020-04-25"
"China","Shanghai Municipality",641,76,300,7,558,"2020-04-25"
"China","Shanxi Province",197,48,18,0,149,"2020-04-25"
"China","Sichuan Province",561,0,13,3,558,"2020-04-25"
"China","Taiwan Province",429,159,343,6,264,"2020-04-25"
"China","Tianjin Municipality",190,6,48,3,181,"2020-04-25"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-04-25"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-04-25"
"China","Yunnan Province",185,3,0,2,180,"2020-04-25"
"China","Zhejiang Province",1268,11,3,1,1256,"2020-04-25"
