"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,0,0,6,984,"2020-03-09"
"China","Beijing Municipality",429,101,0,8,320,"2020-03-09"
"China","Chongqing Municipality",576,28,0,6,542,"2020-03-09"
"China","Fujian Province",296,0,0,1,295,"2020-03-09"
"China","Gansu province",124,34,0,2,88,"2020-03-09"
"China","Guangdong Province",1352,84,0,8,1260,"2020-03-09"
"China","Guangxi Zhuang Autonomous Region",252,16,0,2,234,"2020-03-09"
"China","Guizhou Province",146,15,0,2,129,"2020-03-09"
"China","Hainan Province",168,3,0,6,159,"2020-03-09"
"China","Hebei Province",318,5,0,6,307,"2020-03-09"
"China","Heilongjiang Province",481,34,0,13,434,"2020-03-09"
"China","Henan Province",1272,3,0,22,1247,"2020-03-09"
"China","Hong Kong Special Administrative Region",115,52,0,3,60,"2020-03-09"
"China","Hubei Province",67760,17151,0,3024,47585,"2020-03-09"
"China","Hunan Province",1018,26,0,4,988,"2020-03-09"
"China","Inner Mongolia Autonomous Region",75,4,0,1,70,"2020-03-09"
"China","Jiangsu Province",631,9,0,0,622,"2020-03-09"
"China","Jiangxi Province",935,11,0,1,923,"2020-03-09"
"China","Jilin Province",93,1,0,1,91,"2020-03-09"
"China","Liaoning Province",125,14,0,1,110,"2020-03-09"
"China","Macao Special Administrative Region",10,0,0,0,10,"2020-03-09"
"China","Ningxia Hui Autonomous Region",75,4,0,0,71,"2020-03-09"
"China","Qinghai Province",18,0,0,0,18,"2020-03-09"
"China","Shaanxi Province",245,17,0,1,227,"2020-03-09"
"China","Shandong Province",758,49,0,6,703,"2020-03-09"
"China","Shanghai Municipality",342,24,0,3,315,"2020-03-09"
"China","Shanxi Province",133,6,0,0,127,"2020-03-09"
"China","Sichuan Province",539,66,0,3,470,"2020-03-09"
"China","Taiwan Province",45,29,0,1,15,"2020-03-09"
"China","Tianjin Municipality",136,3,0,3,130,"2020-03-09"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-03-09"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-03-09"
"China","Yunnan Province",174,2,0,2,170,"2020-03-09"
"China","Zhejiang Province",1215,38,0,1,1176,"2020-03-09"
