"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",989,291,0,6,692,"2020-02-24"
"China","Beijing Municipality",400,181,0,4,215,"2020-02-24"
"China","Chongqing Municipality",576,221,0,6,349,"2020-02-24"
"China","Fujian Province",293,109,0,1,183,"2020-02-24"
"China","Gansu province",91,9,0,2,80,"2020-02-24"
"China","Guangdong Province",1345,553,0,6,786,"2020-02-24"
"China","Guangxi Zhuang Autonomous Region",252,121,0,2,129,"2020-02-24"
"China","Guizhou Province",146,42,0,2,102,"2020-02-24"
"China","Hainan Province",168,47,0,5,116,"2020-02-24"
"China","Hebei Province",311,64,0,6,241,"2020-02-24"
"China","Heilongjiang Province",480,236,0,12,232,"2020-02-24"
"China","Henan Province",1271,309,0,19,943,"2020-02-24"
"China","Hong Kong Special Administrative Region",79,58,0,2,19,"2020-02-24"
"China","Hubei Province",64287,45044,0,2495,16748,"2020-02-24"
"China","Hunan Province",1016,261,0,4,751,"2020-02-24"
"China","Inner Mongolia Autonomous Region",75,41,0,0,34,"2020-02-24"
"China","Jiangsu Province",631,173,0,0,458,"2020-02-24"
"China","Jiangxi Province",934,251,0,1,682,"2020-02-24"
"China","Jilin Province",93,32,0,1,60,"2020-02-24"
"China","Liaoning Province",121,37,0,1,83,"2020-02-24"
"China","Macao Special Administrative Region",10,4,0,0,6,"2020-02-24"
"China","Ningxia Hui Autonomous Region",71,13,0,0,58,"2020-02-24"
"China","Qinghai Province",18,0,0,0,18,"2020-02-24"
"China","Shaanxi Province",245,71,0,1,173,"2020-02-24"
"China","Shandong Province",755,406,0,6,343,"2020-02-24"
"China","Shanghai Municipality",335,71,0,3,261,"2020-02-24"
"China","Shanxi Province",133,39,0,0,94,"2020-02-24"
"China","Sichuan Province",527,248,0,3,276,"2020-02-24"
"China","Taiwan Province",30,24,0,1,5,"2020-02-24"
"China","Tianjin Municipality",135,45,0,3,87,"2020-02-24"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-02-24"
"China","Xinjiang Uygur Autonomous Region",76,44,0,2,30,"2020-02-24"
"China","Yunnan Province",174,48,0,2,124,"2020-02-24"
"China","Zhejiang Province",1205,410,0,1,794,"2020-02-24"
