"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-09-28"
"China","Beijing Municipality",936,1,164,9,926,"2020-09-28"
"China","Chongqing Municipality",584,0,1,6,578,"2020-09-28"
"China","Fujian Province",403,15,3,1,387,"2020-09-28"
"China","Gansu province",170,0,0,2,168,"2020-09-28"
"China","Guangdong Province",1819,22,14,8,1789,"2020-09-28"
"China","Guangxi Zhuang Autonomous Region",259,3,0,2,254,"2020-09-28"
"China","Guizhou Province",147,0,0,2,145,"2020-09-28"
"China","Hainan Province",171,0,0,6,165,"2020-09-28"
"China","Hebei Province",365,1,0,6,358,"2020-09-28"
"China","Heilongjiang Province",948,0,394,13,935,"2020-09-28"
"China","Henan Province",1280,4,0,22,1254,"2020-09-28"
"China","Hong Kong Special Administrative Region",5075,184,147,105,4786,"2020-09-28"
"China","Hubei Province",68139,0,0,4512,63627,"2020-09-28"
"China","Hunan Province",1019,0,0,4,1015,"2020-09-28"
"China","Inner Mongolia Autonomous Region",266,6,34,1,259,"2020-09-28"
"China","Jiangsu Province",666,2,3,0,664,"2020-09-28"
"China","Jiangxi Province",935,0,0,1,934,"2020-09-28"
"China","Jilin Province",157,0,19,2,155,"2020-09-28"
"China","Liaoning Province",271,6,0,2,263,"2020-09-28"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-09-28"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-09-28"
"China","Qinghai Province",18,0,0,0,18,"2020-09-28"
"China","Shaanxi Province",403,26,1,3,374,"2020-09-28"
"China","Shandong Province",832,3,14,7,822,"2020-09-28"
"China","Shanghai Municipality",992,49,393,7,936,"2020-09-28"
"China","Shanxi Province",204,1,64,0,203,"2020-09-28"
"China","Sichuan Province",688,26,14,3,659,"2020-09-28"
"China","Taiwan Province",510,23,417,7,480,"2020-09-28"
"China","Tianjin Municipality",240,4,50,3,233,"2020-09-28"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-09-28"
"China","Xinjiang Uygur Autonomous Region",902,0,0,3,899,"2020-09-28"
"China","Yunnan Province",209,11,0,2,196,"2020-09-28"
"China","Zhejiang Province",1282,9,3,1,1272,"2020-09-28"
