"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-09-18"
"China","Beijing Municipality",935,0,164,9,926,"2020-09-18"
"China","Chongqing Municipality",584,1,1,6,577,"2020-09-18"
"China","Fujian Province",393,13,3,1,379,"2020-09-18"
"China","Gansu province",170,0,0,2,168,"2020-09-18"
"China","Guangdong Province",1787,15,14,8,1764,"2020-09-18"
"China","Guangxi Zhuang Autonomous Region",258,3,0,2,253,"2020-09-18"
"China","Guizhou Province",147,0,0,2,145,"2020-09-18"
"China","Hainan Province",171,0,0,6,165,"2020-09-18"
"China","Hebei Province",365,3,0,6,356,"2020-09-18"
"China","Heilongjiang Province",948,0,394,13,935,"2020-09-18"
"China","Henan Province",1278,2,0,22,1254,"2020-09-18"
"China","Hong Kong Special Administrative Region",4996,197,135,103,4696,"2020-09-18"
"China","Hubei Province",68139,0,0,4512,63627,"2020-09-18"
"China","Hunan Province",1019,0,0,4,1015,"2020-09-18"
"China","Inner Mongolia Autonomous Region",261,1,34,1,259,"2020-09-18"
"China","Jiangsu Province",665,2,3,0,663,"2020-09-18"
"China","Jiangxi Province",935,0,0,1,934,"2020-09-18"
"China","Jilin Province",157,0,19,2,155,"2020-09-18"
"China","Liaoning Province",264,0,0,2,262,"2020-09-18"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-09-18"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-09-18"
"China","Qinghai Province",18,0,0,0,18,"2020-09-18"
"China","Shaanxi Province",397,23,1,3,371,"2020-09-18"
"China","Shandong Province",831,11,14,7,813,"2020-09-18"
"China","Shanghai Municipality",966,50,393,7,909,"2020-09-18"
"China","Shanxi Province",203,1,64,0,202,"2020-09-18"
"China","Sichuan Province",670,16,14,3,651,"2020-09-18"
"China","Taiwan Province",503,18,408,7,478,"2020-09-18"
"China","Tianjin Municipality",237,9,50,3,225,"2020-09-18"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-09-18"
"China","Xinjiang Uygur Autonomous Region",902,0,0,3,899,"2020-09-18"
"China","Yunnan Province",206,9,0,2,195,"2020-09-18"
"China","Zhejiang Province",1282,9,3,1,1272,"2020-09-18"
