"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,0,0,6,984,"2020-03-16"
"China","Beijing Municipality",452,84,0,8,360,"2020-03-16"
"China","Chongqing Municipality",576,0,0,6,570,"2020-03-16"
"China","Fujian Province",296,0,0,1,295,"2020-03-16"
"China","Gansu province",133,40,0,2,91,"2020-03-16"
"China","Guangdong Province",1361,47,0,8,1306,"2020-03-16"
"China","Guangxi Zhuang Autonomous Region",253,3,0,2,248,"2020-03-16"
"China","Guizhou Province",146,0,0,2,144,"2020-03-16"
"China","Hainan Province",168,1,0,6,161,"2020-03-16"
"China","Hebei Province",318,2,0,6,310,"2020-03-16"
"China","Heilongjiang Province",482,14,0,13,455,"2020-03-16"
"China","Henan Province",1273,1,0,22,1250,"2020-03-16"
"China","Hong Kong Special Administrative Region",157,65,0,4,88,"2020-03-16"
"China","Hubei Province",67799,8701,0,3111,55987,"2020-03-16"
"China","Hunan Province",1018,0,0,4,1014,"2020-03-16"
"China","Inner Mongolia Autonomous Region",75,1,0,1,73,"2020-03-16"
"China","Jiangsu Province",631,0,0,0,631,"2020-03-16"
"China","Jiangxi Province",935,0,0,1,934,"2020-03-16"
"China","Jilin Province",93,0,0,1,92,"2020-03-16"
"China","Liaoning Province",125,5,0,1,119,"2020-03-16"
"China","Macao Special Administrative Region",11,1,0,0,10,"2020-03-16"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-03-16"
"China","Qinghai Province",18,0,0,0,18,"2020-03-16"
"China","Shaanxi Province",245,10,0,2,233,"2020-03-16"
"China","Shandong Province",761,8,0,7,746,"2020-03-16"
"China","Shanghai Municipality",355,27,0,3,325,"2020-03-16"
"China","Shanxi Province",133,0,0,0,133,"2020-03-16"
"China","Sichuan Province",539,20,0,3,516,"2020-03-16"
"China","Taiwan Province",67,44,0,1,22,"2020-03-16"
"China","Tianjin Municipality",136,0,0,3,133,"2020-03-16"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-03-16"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-03-16"
"China","Yunnan Province",176,2,0,2,172,"2020-03-16"
"China","Zhejiang Province",1231,14,0,1,1216,"2020-03-16"
