"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-10-19"
"China","Beijing Municipality",937,1,164,9,927,"2020-10-19"
"China","Chongqing Municipality",586,2,1,6,578,"2020-10-19"
"China","Fujian Province",417,7,3,1,409,"2020-10-19"
"China","Gansu province",170,0,0,2,168,"2020-10-19"
"China","Guangdong Province",1884,36,14,8,1840,"2020-10-19"
"China","Guangxi Zhuang Autonomous Region",260,0,0,2,258,"2020-10-19"
"China","Guizhou Province",147,0,0,2,145,"2020-10-19"
"China","Hainan Province",171,0,0,6,165,"2020-10-19"
"China","Hebei Province",368,4,0,6,358,"2020-10-19"
"China","Heilongjiang Province",948,0,394,13,935,"2020-10-19"
"China","Henan Province",1281,3,0,22,1256,"2020-10-19"
"China","Hong Kong Special Administrative Region",5256,169,176,105,4982,"2020-10-19"
"China","Hubei Province",68139,0,0,4512,63627,"2020-10-19"
"China","Hunan Province",1019,0,0,4,1015,"2020-10-19"
"China","Inner Mongolia Autonomous Region",275,9,34,1,265,"2020-10-19"
"China","Jiangsu Province",669,4,3,0,665,"2020-10-19"
"China","Jiangxi Province",935,0,0,1,934,"2020-10-19"
"China","Jilin Province",157,0,19,2,155,"2020-10-19"
"China","Liaoning Province",280,8,0,2,270,"2020-10-19"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-10-19"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-10-19"
"China","Qinghai Province",18,0,0,0,18,"2020-10-19"
"China","Shaanxi Province",438,27,1,3,408,"2020-10-19"
"China","Shandong Province",845,13,14,7,825,"2020-10-19"
"China","Shanghai Municipality",1090,72,393,7,1011,"2020-10-19"
"China","Shanxi Province",209,5,64,0,204,"2020-10-19"
"China","Sichuan Province",725,35,14,3,687,"2020-10-19"
"China","Taiwan Province",540,40,431,7,493,"2020-10-19"
"China","Tianjin Municipality",256,13,50,3,240,"2020-10-19"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-10-19"
"China","Xinjiang Uygur Autonomous Region",902,0,0,3,899,"2020-10-19"
"China","Yunnan Province",211,9,0,2,200,"2020-10-19"
"China","Zhejiang Province",1283,3,3,1,1279,"2020-10-19"
