"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,0,0,6,985,"2020-27MAY"
"18","China","Beijing Municipality",593,3,164,9,581,"2020-27MAY"
"38","China","Chongqing Municipality",579,0,1,6,573,"2020-27MAY"
"78","China","Fujian Province",357,1,3,1,355,"2020-27MAY"
"87","China","Gansu province",139,0,0,2,137,"2020-27MAY"
"102","China","Guangdong Province",1592,3,11,8,1581,"2020-27MAY"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-27MAY"
"141","China","Guizhou Province",147,0,0,2,145,"2020-27MAY"
"150","China","Hainan Province",169,1,0,6,162,"2020-27MAY"
"169","China","Hebei Province",328,0,0,6,322,"2020-27MAY"
"180","China","Heilongjiang Province",945,0,394,13,932,"2020-27MAY"
"193","China","Henan Province",1276,0,0,22,1254,"2020-27MAY"
"213","China","Hong Kong Special Administrative Region",1066,28,47,4,1034,"2020-27MAY"
"214","China","Hubei Province",68135,5,0,4512,63618,"2020-27MAY"
"232","China","Hunan Province",1019,0,0,4,1015,"2020-27MAY"
"246","China","Inner Mongolia Autonomous Region",232,26,34,1,205,"2020-27MAY"
"259","China","Jiangsu Province",653,0,3,0,653,"2020-27MAY"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-27MAY"
"284","China","Jilin Province",155,25,19,2,128,"2020-27MAY"
"295","China","Liaoning Province",149,0,0,2,147,"2020-27MAY"
"309","China","Macao Special Administrative Region",45,0,9,0,45,"2020-27MAY"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-27MAY"
"317","China","Qinghai Province",18,0,0,0,18,"2020-27MAY"
"325","China","Shaanxi Province",308,0,1,3,305,"2020-27MAY"
"337","China","Shandong Province",788,1,14,7,780,"2020-27MAY"
"354","China","Shanghai Municipality",670,8,300,7,655,"2020-27MAY"
"373","China","Shanxi Province",198,0,64,0,198,"2020-27MAY"
"384","China","Sichuan Province",564,3,13,3,558,"2020-27MAY"
"405","China","Taiwan Province",441,15,348,7,419,"2020-27MAY"
"406","China","Tianjin Municipality",192,1,48,3,188,"2020-27MAY"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-27MAY"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-27MAY"
"453","China","Yunnan Province",185,0,0,2,183,"2020-27MAY"
"469","China","Zhejiang Province",1268,0,3,1,1267,"2020-27MAY"
