"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,0,0,6,985,"2020-12MAY"
"18","China","Beijing Municipality",593,13,164,9,571,"2020-12MAY"
"38","China","Chongqing Municipality",579,0,1,6,573,"2020-12MAY"
"78","China","Fujian Province",356,1,3,1,354,"2020-12MAY"
"87","China","Gansu province",139,0,0,2,137,"2020-12MAY"
"102","China","Guangdong Province",1589,3,11,8,1578,"2020-12MAY"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-12MAY"
"141","China","Guizhou Province",147,0,0,2,145,"2020-12MAY"
"150","China","Hainan Province",168,0,0,6,162,"2020-12MAY"
"169","China","Hebei Province",328,1,0,6,321,"2020-12MAY"
"180","China","Heilongjiang Province",945,8,394,13,924,"2020-12MAY"
"193","China","Henan Province",1276,0,0,22,1254,"2020-12MAY"
"213","China","Hong Kong Special Administrative Region",1047,52,47,4,991,"2020-12MAY"
"214","China","Hubei Province",68134,6,0,4512,63616,"2020-12MAY"
"232","China","Hunan Province",1019,0,0,4,1015,"2020-12MAY"
"246","China","Inner Mongolia Autonomous Region",209,20,34,1,188,"2020-12MAY"
"259","China","Jiangsu Province",653,0,3,0,653,"2020-12MAY"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-12MAY"
"284","China","Jilin Province",127,21,19,1,105,"2020-12MAY"
"295","China","Liaoning Province",147,1,0,2,144,"2020-12MAY"
"309","China","Macao Special Administrative Region",45,3,9,0,42,"2020-12MAY"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-12MAY"
"317","China","Qinghai Province",18,0,0,0,18,"2020-12MAY"
"325","China","Shaanxi Province",308,9,1,3,296,"2020-12MAY"
"337","China","Shandong Province",788,4,14,7,777,"2020-12MAY"
"354","China","Shanghai Municipality",659,21,300,7,631,"2020-12MAY"
"373","China","Shanxi Province",198,1,64,0,197,"2020-12MAY"
"384","China","Sichuan Province",561,0,13,3,558,"2020-12MAY"
"405","China","Taiwan Province",440,61,348,7,372,"2020-12MAY"
"406","China","Tianjin Municipality",191,2,48,3,186,"2020-12MAY"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-12MAY"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-12MAY"
"453","China","Yunnan Province",185,0,0,2,183,"2020-12MAY"
"469","China","Zhejiang Province",1268,0,3,1,1267,"2020-12MAY"
