"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-04-30"
"China","Beijing Municipality",593,42,164,9,542,"2020-04-30"
"China","Chongqing Municipality",579,0,1,6,573,"2020-04-30"
"China","Fujian Province",355,1,3,1,353,"2020-04-30"
"China","Gansu province",139,0,0,2,137,"2020-04-30"
"China","Guangdong Province",1588,23,11,8,1557,"2020-04-30"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-04-30"
"China","Guizhou Province",147,0,0,2,145,"2020-04-30"
"China","Hainan Province",168,0,0,6,162,"2020-04-30"
"China","Hebei Province",328,4,0,6,318,"2020-04-30"
"China","Heilongjiang Province",939,339,384,13,587,"2020-04-30"
"China","Henan Province",1276,0,0,22,1254,"2020-04-30"
"China","Hong Kong Special Administrative Region",1037,187,47,4,846,"2020-04-30"
"China","Hubei Province",68128,0,0,4512,63616,"2020-04-30"
"China","Hunan Province",1019,0,0,4,1015,"2020-04-30"
"China","Inner Mongolia Autonomous Region",200,49,34,1,150,"2020-04-30"
"China","Jiangsu Province",653,5,3,0,648,"2020-04-30"
"China","Jiangxi Province",937,0,0,1,936,"2020-04-30"
"China","Jilin Province",111,11,3,1,99,"2020-04-30"
"China","Liaoning Province",146,1,0,2,143,"2020-04-30"
"China","Macao Special Administrative Region",45,10,9,0,35,"2020-04-30"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-04-30"
"China","Qinghai Province",18,0,0,0,18,"2020-04-30"
"China","Shaanxi Province",306,50,1,3,253,"2020-04-30"
"China","Shandong Province",787,8,14,7,772,"2020-04-30"
"China","Shanghai Municipality",647,41,300,7,599,"2020-04-30"
"China","Shanxi Province",197,33,18,0,164,"2020-04-30"
"China","Sichuan Province",561,0,13,3,558,"2020-04-30"
"China","Taiwan Province",429,101,343,6,322,"2020-04-30"
"China","Tianjin Municipality",190,4,48,3,183,"2020-04-30"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-04-30"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-04-30"
"China","Yunnan Province",185,2,0,2,181,"2020-04-30"
"China","Zhejiang Province",1268,4,3,1,1263,"2020-04-30"
