"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,0,0,6,984,"2020-03-30"
"China","Beijing Municipality",577,154,157,8,415,"2020-03-30"
"China","Chongqing Municipality",579,3,1,6,570,"2020-03-30"
"China","Fujian Province",340,44,0,1,295,"2020-03-30"
"China","Gansu province",138,11,0,2,125,"2020-03-30"
"China","Guangdong Province",1484,125,10,8,1351,"2020-03-30"
"China","Guangxi Zhuang Autonomous Region",254,2,0,2,250,"2020-03-30"
"China","Guizhou Province",147,1,0,2,144,"2020-03-30"
"China","Hainan Province",168,0,0,6,162,"2020-03-30"
"China","Hebei Province",321,5,0,6,310,"2020-03-30"
"China","Heilongjiang Province",484,2,0,13,469,"2020-03-30"
"China","Henan Province",1276,3,0,22,1251,"2020-03-30"
"China","Hong Kong Special Administrative Region",682,554,55,4,124,"2020-03-30"
"China","Hubei Province",67801,1726,0,3186,62889,"2020-03-30"
"China","Hunan Province",1018,0,0,4,1014,"2020-03-30"
"China","Inner Mongolia Autonomous Region",97,22,0,1,74,"2020-03-30"
"China","Jiangsu Province",645,14,3,0,631,"2020-03-30"
"China","Jiangxi Province",937,1,0,1,935,"2020-03-30"
"China","Jilin Province",98,5,2,1,92,"2020-03-30"
"China","Liaoning Province",136,10,0,2,124,"2020-03-30"
"China","Macao Special Administrative Region",38,28,7,0,10,"2020-03-30"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-03-30"
"China","Qinghai Province",18,0,0,0,18,"2020-03-30"
"China","Shaanxi Province",253,8,1,3,242,"2020-03-30"
"China","Shandong Province",773,13,14,7,753,"2020-03-30"
"China","Shanghai Municipality",498,155,19,5,338,"2020-03-30"
"China","Shanxi Province",136,3,1,0,133,"2020-03-30"
"China","Sichuan Province",550,11,11,3,536,"2020-03-30"
"China","Taiwan Province",306,262,0,5,39,"2020-03-30"
"China","Tianjin Municipality",174,38,25,3,133,"2020-03-30"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-03-30"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-03-30"
"China","Yunnan Province",181,7,0,2,172,"2020-03-30"
"China","Zhejiang Province",1255,29,3,1,1225,"2020-03-30"
