"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-05-01"
"China","Beijing Municipality",593,37,164,9,547,"2020-05-01"
"China","Chongqing Municipality",579,0,1,6,573,"2020-05-01"
"China","Fujian Province",356,2,3,1,353,"2020-05-01"
"China","Gansu province",139,0,0,2,137,"2020-05-01"
"China","Guangdong Province",1588,15,11,8,1565,"2020-05-01"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-05-01"
"China","Guizhou Province",147,0,0,2,145,"2020-05-01"
"China","Hainan Province",168,0,0,6,162,"2020-05-01"
"China","Hebei Province",328,4,0,6,318,"2020-05-01"
"China","Heilongjiang Province",944,326,384,13,605,"2020-05-01"
"China","Henan Province",1276,0,0,22,1254,"2020-05-01"
"China","Hong Kong Special Administrative Region",1039,176,47,4,859,"2020-05-01"
"China","Hubei Province",68128,0,0,4512,63616,"2020-05-01"
"China","Hunan Province",1019,0,0,4,1015,"2020-05-01"
"China","Inner Mongolia Autonomous Region",201,48,34,1,152,"2020-05-01"
"China","Jiangsu Province",653,3,3,0,650,"2020-05-01"
"China","Jiangxi Province",937,0,0,1,936,"2020-05-01"
"China","Jilin Province",111,9,3,1,101,"2020-05-01"
"China","Liaoning Province",146,1,0,2,143,"2020-05-01"
"China","Macao Special Administrative Region",45,10,9,0,35,"2020-05-01"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-05-01"
"China","Qinghai Province",18,0,0,0,18,"2020-05-01"
"China","Shaanxi Province",306,49,1,3,254,"2020-05-01"
"China","Shandong Province",787,8,14,7,772,"2020-05-01"
"China","Shanghai Municipality",652,33,300,7,612,"2020-05-01"
"China","Shanxi Province",197,25,18,0,172,"2020-05-01"
"China","Sichuan Province",561,0,13,3,558,"2020-05-01"
"China","Taiwan Province",429,99,343,6,324,"2020-05-01"
"China","Tianjin Municipality",190,3,48,3,184,"2020-05-01"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-05-01"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-05-01"
"China","Yunnan Province",185,2,0,2,181,"2020-05-01"
"China","Zhejiang Province",1268,3,3,1,1264,"2020-05-01"
