"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,0,0,6,985,"2020-15MAY"
"18","China","Beijing Municipality",593,10,164,9,574,"2020-15MAY"
"38","China","Chongqing Municipality",579,0,1,6,573,"2020-15MAY"
"78","China","Fujian Province",356,0,3,1,355,"2020-15MAY"
"87","China","Gansu province",139,0,0,2,137,"2020-15MAY"
"102","China","Guangdong Province",1589,2,11,8,1579,"2020-15MAY"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-15MAY"
"141","China","Guizhou Province",147,0,0,2,145,"2020-15MAY"
"150","China","Hainan Province",169,1,0,6,162,"2020-15MAY"
"169","China","Hebei Province",328,1,0,6,321,"2020-15MAY"
"180","China","Heilongjiang Province",945,2,394,13,930,"2020-15MAY"
"193","China","Henan Province",1276,0,0,22,1254,"2020-15MAY"
"213","China","Hong Kong Special Administrative Region",1052,29,47,4,1019,"2020-15MAY"
"214","China","Hubei Province",68134,6,0,4512,63616,"2020-15MAY"
"232","China","Hunan Province",1019,0,0,4,1015,"2020-15MAY"
"246","China","Inner Mongolia Autonomous Region",209,14,34,1,194,"2020-15MAY"
"259","China","Jiangsu Province",653,0,3,0,653,"2020-15MAY"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-15MAY"
"284","China","Jilin Province",138,29,19,1,108,"2020-15MAY"
"295","China","Liaoning Province",149,3,0,2,144,"2020-15MAY"
"309","China","Macao Special Administrative Region",45,2,9,0,43,"2020-15MAY"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-15MAY"
"317","China","Qinghai Province",18,0,0,0,18,"2020-15MAY"
"325","China","Shaanxi Province",308,5,1,3,300,"2020-15MAY"
"337","China","Shandong Province",788,3,14,7,778,"2020-15MAY"
"354","China","Shanghai Municipality",660,13,300,7,640,"2020-15MAY"
"373","China","Shanxi Province",198,0,64,0,198,"2020-15MAY"
"384","China","Sichuan Province",561,0,13,3,558,"2020-15MAY"
"405","China","Taiwan Province",440,46,348,7,387,"2020-15MAY"
"406","China","Tianjin Municipality",191,1,48,3,187,"2020-15MAY"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-15MAY"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-15MAY"
"453","China","Yunnan Province",185,0,0,2,183,"2020-15MAY"
"469","China","Zhejiang Province",1268,0,3,1,1267,"2020-15MAY"
