"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-06-18"
"China","Beijing Municipality",752,159,164,9,584,"2020-06-18"
"China","Chongqing Municipality",582,3,1,6,573,"2020-06-18"
"China","Fujian Province",362,5,3,1,356,"2020-06-18"
"China","Gansu province",150,11,0,2,137,"2020-06-18"
"China","Guangdong Province",1628,17,11,8,1603,"2020-06-18"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-06-18"
"China","Guizhou Province",147,0,0,2,145,"2020-06-18"
"China","Hainan Province",171,2,0,6,163,"2020-06-18"
"China","Hebei Province",338,10,0,6,322,"2020-06-18"
"China","Heilongjiang Province",947,0,394,13,934,"2020-06-18"
"China","Henan Province",1276,0,0,22,1254,"2020-06-18"
"China","Hong Kong Special Administrative Region",1124,48,63,4,1072,"2020-06-18"
"China","Hubei Province",68135,0,0,4512,63623,"2020-06-18"
"China","Hunan Province",1019,0,0,4,1015,"2020-06-18"
"China","Inner Mongolia Autonomous Region",238,3,34,1,234,"2020-06-18"
"China","Jiangsu Province",653,0,3,0,653,"2020-06-18"
"China","Jiangxi Province",932,0,0,1,931,"2020-06-18"
"China","Jilin Province",155,0,19,2,153,"2020-06-18"
"China","Liaoning Province",152,3,0,2,147,"2020-06-18"
"China","Macao Special Administrative Region",45,0,9,0,45,"2020-06-18"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-06-18"
"China","Qinghai Province",18,0,0,0,18,"2020-06-18"
"China","Shaanxi Province",314,5,1,3,306,"2020-06-18"
"China","Shandong Province",792,2,14,7,783,"2020-06-18"
"China","Shanghai Municipality",697,22,300,7,668,"2020-06-18"
"China","Shanxi Province",198,0,64,0,198,"2020-06-18"
"China","Sichuan Province",589,19,13,3,567,"2020-06-18"
"China","Taiwan Province",446,5,348,7,434,"2020-06-18"
"China","Tianjin Municipality",197,3,48,3,191,"2020-06-18"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-06-18"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-06-18"
"China","Yunnan Province",185,0,0,2,183,"2020-06-18"
"China","Zhejiang Province",1269,1,3,1,1267,"2020-06-18"
