"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,0,0,6,984,"2020-03-31"
"China","Beijing Municipality",580,154,157,8,418,"2020-03-31"
"China","Chongqing Municipality",579,3,1,6,570,"2020-03-31"
"China","Fujian Province",343,47,3,1,295,"2020-03-31"
"China","Gansu province",138,11,0,2,125,"2020-03-31"
"China","Guangdong Province",1494,130,10,8,1356,"2020-03-31"
"China","Guangxi Zhuang Autonomous Region",254,2,0,2,250,"2020-03-31"
"China","Guizhou Province",147,1,0,2,144,"2020-03-31"
"China","Hainan Province",168,0,0,6,162,"2020-03-31"
"China","Hebei Province",323,7,0,6,310,"2020-03-31"
"China","Heilongjiang Province",484,2,0,13,469,"2020-03-31"
"China","Henan Province",1276,3,0,22,1251,"2020-03-31"
"China","Hong Kong Special Administrative Region",714,582,55,4,128,"2020-03-31"
"China","Hubei Province",67801,1461,0,3187,63153,"2020-03-31"
"China","Hunan Province",1018,0,0,4,1014,"2020-03-31"
"China","Inner Mongolia Autonomous Region",107,32,0,1,74,"2020-03-31"
"China","Jiangsu Province",646,15,3,0,631,"2020-03-31"
"China","Jiangxi Province",937,1,0,1,935,"2020-03-31"
"China","Jilin Province",98,5,2,1,92,"2020-03-31"
"China","Liaoning Province",140,14,0,2,124,"2020-03-31"
"China","Macao Special Administrative Region",41,31,9,0,10,"2020-03-31"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-03-31"
"China","Qinghai Province",18,0,0,0,18,"2020-03-31"
"China","Shaanxi Province",253,8,1,3,242,"2020-03-31"
"China","Shandong Province",774,14,14,7,753,"2020-03-31"
"China","Shanghai Municipality",516,169,19,6,341,"2020-03-31"
"China","Shanxi Province",137,4,4,0,133,"2020-03-31"
"China","Sichuan Province",550,11,11,3,536,"2020-03-31"
"China","Taiwan Province",322,278,0,5,39,"2020-03-31"
"China","Tianjin Municipality",174,36,0,3,135,"2020-03-31"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-03-31"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-03-31"
"China","Yunnan Province",182,8,0,2,172,"2020-03-31"
"China","Zhejiang Province",1257,30,3,1,1226,"2020-03-31"
