"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,1,0,6,984,"2020-04-21"
"China","Beijing Municipality",593,69,164,8,516,"2020-04-21"
"China","Chongqing Municipality",579,3,1,6,570,"2020-04-21"
"China","Fujian Province",355,13,3,1,341,"2020-04-21"
"China","Gansu province",139,0,0,2,137,"2020-04-21"
"China","Guangdong Province",1582,73,11,8,1501,"2020-04-21"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-04-21"
"China","Guizhou Province",147,0,0,2,145,"2020-04-21"
"China","Hainan Province",168,0,0,6,162,"2020-04-21"
"China","Hebei Province",328,5,0,6,317,"2020-04-21"
"China","Heilongjiang Province",913,425,42,13,475,"2020-04-21"
"China","Henan Province",1276,0,0,22,1254,"2020-04-21"
"China","Hong Kong Special Administrative Region",1029,375,43,4,650,"2020-04-21"
"China","Hubei Province",68128,102,0,4512,63514,"2020-04-21"
"China","Hunan Province",1019,0,0,4,1015,"2020-04-21"
"China","Inner Mongolia Autonomous Region",194,85,34,1,108,"2020-04-21"
"China","Jiangsu Province",653,9,3,0,644,"2020-04-21"
"China","Jiangxi Province",937,0,0,1,936,"2020-04-21"
"China","Jilin Province",106,8,3,1,97,"2020-04-21"
"China","Liaoning Province",146,1,0,2,143,"2020-04-21"
"China","Macao Special Administrative Region",45,21,9,0,24,"2020-04-21"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-04-21"
"China","Qinghai Province",18,0,0,0,18,"2020-04-21"
"China","Shaanxi Province",277,21,1,3,253,"2020-04-21"
"China","Shandong Province",787,15,14,7,765,"2020-04-21"
"China","Shanghai Municipality",638,101,19,7,530,"2020-04-21"
"China","Shanxi Province",197,57,18,0,140,"2020-04-21"
"China","Sichuan Province",561,4,13,3,554,"2020-04-21"
"China","Taiwan Province",425,202,343,6,217,"2020-04-21"
"China","Tianjin Municipality",189,10,48,3,176,"2020-04-21"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-04-21"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-04-21"
"China","Yunnan Province",184,4,0,2,178,"2020-04-21"
"China","Zhejiang Province",1268,16,3,1,1251,"2020-04-21"
