"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-08-31"
"China","Beijing Municipality",935,0,164,9,926,"2020-08-31"
"China","Chongqing Municipality",583,0,1,6,577,"2020-08-31"
"China","Fujian Province",382,15,3,1,366,"2020-08-31"
"China","Gansu province",169,0,0,2,167,"2020-08-31"
"China","Guangdong Province",1739,12,14,8,1719,"2020-08-31"
"China","Guangxi Zhuang Autonomous Region",255,0,0,2,253,"2020-08-31"
"China","Guizhou Province",147,0,0,2,145,"2020-08-31"
"China","Hainan Province",171,0,0,6,165,"2020-08-31"
"China","Hebei Province",362,13,0,6,343,"2020-08-31"
"China","Heilongjiang Province",948,0,394,13,935,"2020-08-31"
"China","Henan Province",1276,0,0,22,1254,"2020-08-31"
"China","Hong Kong Special Administrative Region",4810,379,121,89,4342,"2020-08-31"
"China","Hubei Province",68139,0,0,4512,63627,"2020-08-31"
"China","Hunan Province",1019,0,0,4,1015,"2020-08-31"
"China","Inner Mongolia Autonomous Region",260,2,34,1,257,"2020-08-31"
"China","Jiangsu Province",665,8,3,0,657,"2020-08-31"
"China","Jiangxi Province",935,0,0,1,934,"2020-08-31"
"China","Jilin Province",157,0,19,2,155,"2020-08-31"
"China","Liaoning Province",262,1,0,2,259,"2020-08-31"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-08-31"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-08-31"
"China","Qinghai Province",18,0,0,0,18,"2020-08-31"
"China","Shaanxi Province",365,7,1,3,355,"2020-08-31"
"China","Shandong Province",831,17,14,7,807,"2020-08-31"
"China","Shanghai Municipality",903,56,393,7,840,"2020-08-31"
"China","Shanxi Province",203,2,64,0,201,"2020-08-31"
"China","Sichuan Province",652,27,14,3,622,"2020-08-31"
"China","Taiwan Province",488,19,371,7,462,"2020-08-31"
"China","Tianjin Municipality",229,13,49,3,213,"2020-08-31"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-08-31"
"China","Xinjiang Uygur Autonomous Region",902,49,0,3,850,"2020-08-31"
"China","Yunnan Province",199,6,0,2,191,"2020-08-31"
"China","Zhejiang Province",1278,9,3,1,1268,"2020-08-31"
