"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,0,0,6,984,"2020-04-06"
"China","Beijing Municipality",587,131,164,8,448,"2020-04-06"
"China","Chongqing Municipality",579,3,1,6,570,"2020-04-06"
"China","Fujian Province",351,45,3,1,305,"2020-04-06"
"China","Gansu province",139,5,0,2,132,"2020-04-06"
"China","Guangdong Province",1532,129,11,8,1395,"2020-04-06"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-04-06"
"China","Guizhou Province",147,1,0,2,144,"2020-04-06"
"China","Hainan Province",168,0,0,6,162,"2020-04-06"
"China","Hebei Province",327,9,0,6,312,"2020-04-06"
"China","Heilongjiang Province",544,62,0,13,469,"2020-04-06"
"China","Henan Province",1276,2,0,22,1252,"2020-04-06"
"China","Hong Kong Special Administrative Region",914,694,24,4,216,"2020-04-06"
"China","Hubei Province",67803,577,0,3212,64014,"2020-04-06"
"China","Hunan Province",1019,1,0,4,1014,"2020-04-06"
"China","Inner Mongolia Autonomous Region",118,43,0,1,74,"2020-04-06"
"China","Jiangsu Province",651,18,3,0,633,"2020-04-06"
"China","Jiangxi Province",937,1,0,1,935,"2020-04-06"
"China","Jilin Province",98,5,2,1,92,"2020-04-06"
"China","Liaoning Province",144,12,0,2,130,"2020-04-06"
"China","Macao Special Administrative Region",44,34,9,0,10,"2020-04-06"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-04-06"
"China","Qinghai Province",18,0,0,0,18,"2020-04-06"
"China","Shaanxi Province",256,7,1,3,246,"2020-04-06"
"China","Shandong Province",781,19,14,7,755,"2020-04-06"
"China","Shanghai Municipality",536,141,19,6,389,"2020-04-06"
"China","Shanxi Province",138,5,5,0,133,"2020-04-06"
"China","Sichuan Province",560,16,13,3,541,"2020-04-06"
"China","Taiwan Province",373,311,10,5,57,"2020-04-06"
"China","Tianjin Municipality",180,26,0,3,151,"2020-04-06"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-04-06"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-04-06"
"China","Yunnan Province",184,9,0,2,173,"2020-04-06"
"China","Zhejiang Province",1264,33,3,1,1230,"2020-04-06"
