"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-04-26"
"China","Beijing Municipality",593,60,164,8,525,"2020-04-26"
"China","Chongqing Municipality",579,0,1,6,573,"2020-04-26"
"China","Fujian Province",355,5,3,1,349,"2020-04-26"
"China","Gansu province",139,0,0,2,137,"2020-04-26"
"China","Guangdong Province",1586,36,11,8,1542,"2020-04-26"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-04-26"
"China","Guizhou Province",147,0,0,2,145,"2020-04-26"
"China","Hainan Province",168,0,0,6,162,"2020-04-26"
"China","Hebei Province",328,4,0,6,318,"2020-04-26"
"China","Heilongjiang Province",935,411,384,13,511,"2020-04-26"
"China","Henan Province",1276,0,0,22,1254,"2020-04-26"
"China","Hong Kong Special Administrative Region",1037,280,47,4,753,"2020-04-26"
"China","Hubei Province",68128,12,0,4512,63604,"2020-04-26"
"China","Hunan Province",1019,0,0,4,1015,"2020-04-26"
"China","Inner Mongolia Autonomous Region",198,76,34,1,121,"2020-04-26"
"China","Jiangsu Province",653,7,3,0,646,"2020-04-26"
"China","Jiangxi Province",937,0,0,1,936,"2020-04-26"
"China","Jilin Province",109,9,3,1,99,"2020-04-26"
"China","Liaoning Province",146,1,0,2,143,"2020-04-26"
"China","Macao Special Administrative Region",45,14,9,0,31,"2020-04-26"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-04-26"
"China","Qinghai Province",18,0,0,0,18,"2020-04-26"
"China","Shaanxi Province",286,30,1,3,253,"2020-04-26"
"China","Shandong Province",787,13,14,7,767,"2020-04-26"
"China","Shanghai Municipality",642,67,300,7,568,"2020-04-26"
"China","Shanxi Province",197,40,18,0,157,"2020-04-26"
"China","Sichuan Province",561,0,13,3,558,"2020-04-26"
"China","Taiwan Province",429,142,343,6,281,"2020-04-26"
"China","Tianjin Municipality",190,5,48,3,182,"2020-04-26"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-04-26"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-04-26"
"China","Yunnan Province",185,2,0,2,181,"2020-04-26"
"China","Zhejiang Province",1268,10,3,1,1257,"2020-04-26"
