"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-05-10"
"China","Beijing Municipality",593,19,164,9,565,"2020-05-10"
"China","Chongqing Municipality",579,0,1,6,573,"2020-05-10"
"China","Fujian Province",356,1,3,1,354,"2020-05-10"
"China","Gansu province",139,0,0,2,137,"2020-05-10"
"China","Guangdong Province",1589,5,11,8,1576,"2020-05-10"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-05-10"
"China","Guizhou Province",147,0,0,2,145,"2020-05-10"
"China","Hainan Province",168,0,0,6,162,"2020-05-10"
"China","Hebei Province",328,1,0,6,321,"2020-05-10"
"China","Heilongjiang Province",945,41,394,13,891,"2020-05-10"
"China","Henan Province",1276,0,0,22,1254,"2020-05-10"
"China","Hong Kong Special Administrative Region",1047,61,47,4,982,"2020-05-10"
"China","Hubei Province",68129,1,0,4512,63616,"2020-05-10"
"China","Hunan Province",1019,0,0,4,1015,"2020-05-10"
"China","Inner Mongolia Autonomous Region",201,16,34,1,184,"2020-05-10"
"China","Jiangsu Province",653,1,3,0,652,"2020-05-10"
"China","Jiangxi Province",937,0,0,1,936,"2020-05-10"
"China","Jilin Province",124,18,19,1,105,"2020-05-10"
"China","Liaoning Province",147,1,0,2,144,"2020-05-10"
"China","Macao Special Administrative Region",45,4,9,0,41,"2020-05-10"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-05-10"
"China","Qinghai Province",18,0,0,0,18,"2020-05-10"
"China","Shaanxi Province",308,12,1,3,293,"2020-05-10"
"China","Shandong Province",788,5,14,7,776,"2020-05-10"
"China","Shanghai Municipality",659,25,300,7,627,"2020-05-10"
"China","Shanxi Province",198,1,64,0,197,"2020-05-10"
"China","Sichuan Province",561,0,13,3,558,"2020-05-10"
"China","Taiwan Province",440,68,348,6,366,"2020-05-10"
"China","Tianjin Municipality",191,2,48,3,186,"2020-05-10"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-05-10"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-05-10"
"China","Yunnan Province",185,0,0,2,183,"2020-05-10"
"China","Zhejiang Province",1268,0,3,1,1267,"2020-05-10"
