"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,96,0,6,888,"2020-03-01"
"China","Beijing Municipality",413,129,0,8,276,"2020-03-01"
"China","Chongqing Municipality",576,120,0,6,450,"2020-03-01"
"China","Fujian Province",296,48,0,1,247,"2020-03-01"
"China","Gansu province",91,5,0,2,84,"2020-03-01"
"China","Guangdong Province",1350,309,0,7,1034,"2020-03-01"
"China","Guangxi Zhuang Autonomous Region",252,62,0,2,188,"2020-03-01"
"China","Guizhou Province",146,30,0,2,114,"2020-03-01"
"China","Hainan Province",168,12,0,5,151,"2020-03-01"
"China","Hebei Province",318,18,0,6,294,"2020-03-01"
"China","Heilongjiang Province",480,117,0,13,350,"2020-03-01"
"China","Henan Province",1272,45,0,22,1205,"2020-03-01"
"China","Hong Kong Special Administrative Region",98,60,0,2,36,"2020-03-01"
"China","Hubei Province",67103,30543,0,2803,33757,"2020-03-01"
"China","Hunan Province",1018,138,0,4,876,"2020-03-01"
"China","Inner Mongolia Autonomous Region",75,23,0,0,52,"2020-03-01"
"China","Jiangsu Province",631,95,0,0,536,"2020-03-01"
"China","Jiangxi Province",935,84,0,1,850,"2020-03-01"
"China","Jilin Province",93,14,0,1,78,"2020-03-01"
"China","Liaoning Province",122,18,0,1,103,"2020-03-01"
"China","Macao Special Administrative Region",10,2,0,0,8,"2020-03-01"
"China","Ningxia Hui Autonomous Region",74,5,0,0,69,"2020-03-01"
"China","Qinghai Province",18,0,0,0,18,"2020-03-01"
"China","Shaanxi Province",245,35,0,1,209,"2020-03-01"
"China","Shandong Province",758,297,0,6,455,"2020-03-01"
"China","Shanghai Municipality",337,44,0,3,290,"2020-03-01"
"China","Shanxi Province",133,17,0,0,116,"2020-03-01"
"China","Sichuan Province",538,157,0,3,378,"2020-03-01"
"China","Taiwan Province",40,27,0,1,12,"2020-03-01"
"China","Tianjin Municipality",136,22,0,3,111,"2020-03-01"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-03-01"
"China","Xinjiang Uygur Autonomous Region",76,9,0,3,64,"2020-03-01"
"China","Yunnan Province",174,9,0,2,163,"2020-03-01"
"China","Zhejiang Province",1206,155,0,1,1050,"2020-03-01"
