"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-07-18"
"China","Beijing Municipality",929,145,164,9,775,"2020-07-18"
"China","Chongqing Municipality",583,1,1,6,576,"2020-07-18"
"China","Fujian Province",364,2,3,1,361,"2020-07-18"
"China","Gansu province",167,0,0,2,165,"2020-07-18"
"China","Guangdong Province",1657,13,11,8,1636,"2020-07-18"
"China","Guangxi Zhuang Autonomous Region",255,1,0,2,252,"2020-07-18"
"China","Guizhou Province",147,0,0,2,145,"2020-07-18"
"China","Hainan Province",171,0,0,6,165,"2020-07-18"
"China","Hebei Province",349,3,0,6,340,"2020-07-18"
"China","Heilongjiang Province",947,0,394,13,934,"2020-07-18"
"China","Henan Province",1276,0,0,22,1254,"2020-07-18"
"China","Hong Kong Special Administrative Region",1777,491,63,12,1274,"2020-07-18"
"China","Hubei Province",68135,0,0,4512,63623,"2020-07-18"
"China","Hunan Province",1019,0,0,4,1015,"2020-07-18"
"China","Inner Mongolia Autonomous Region",249,11,34,1,237,"2020-07-18"
"China","Jiangsu Province",655,1,3,0,654,"2020-07-18"
"China","Jiangxi Province",932,0,0,1,931,"2020-07-18"
"China","Jilin Province",155,0,19,2,153,"2020-07-18"
"China","Liaoning Province",164,10,0,2,152,"2020-07-18"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-07-18"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-07-18"
"China","Qinghai Province",18,0,0,0,18,"2020-07-18"
"China","Shaanxi Province",322,4,1,3,315,"2020-07-18"
"China","Shandong Province",796,4,14,7,785,"2020-07-18"
"China","Shanghai Municipality",733,25,300,7,701,"2020-07-18"
"China","Shanxi Province",201,1,64,0,200,"2020-07-18"
"China","Sichuan Province",599,4,13,3,592,"2020-07-18"
"China","Taiwan Province",454,7,362,7,440,"2020-07-18"
"China","Tianjin Municipality",203,5,48,3,195,"2020-07-18"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-07-18"
"China","Xinjiang Uygur Autonomous Region",93,17,0,3,73,"2020-07-18"
"China","Yunnan Province",188,2,0,2,184,"2020-07-18"
"China","Zhejiang Province",1270,2,3,1,1267,"2020-07-18"
