"","province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"1","黑龙江省","city","七台河","2",NA,"0","0","0",NA
"2","海南省","city","万宁","8",NA,"0","0","0",NA
"3","重庆市","city","万州区","24",NA,"0","0","0",NA
"4","海南省","city","三亚","14",NA,"0","0","1",NA
"5","福建省","city","三明","10",NA,"0","0","0",NA
"6","河南省","city","三门峡","5",NA,"0","0","0",NA
"7","江西省","city","上饶","11",NA,"0","0","0",NA
"8","北京市","city","东城","2",NA,"0","0","0",NA
"9","海南省","city","东方市","1",NA,"0","0","0",NA
"10","广东省","city","东莞","11",NA,"0","0","0",NA
"11","重庆市","city","两江新区","8",NA,"0","0","0",NA
"12","浙江省","city","丽水","6",NA,"0","0","1",NA
"13","云南省","city","丽江","6",NA,"0","0","0",NA
"14","宁夏回族自治区","city","中卫","1",NA,"0","0","0",NA
"15","广东省","city","中山","18",NA,"0","0","0",NA
"16","北京市","city","丰台","11",NA,"0","0","0",NA
"17","重庆市","city","丰都县","3",NA,"0","0","0",NA
"18","甘肃省","city","临夏","2",NA,"0","0","0",NA
"19","山西省","city","临汾","1",NA,"0","0","0",NA
"20","山东省","city","临沂","16",NA,"0","0","0",NA
"21","海南省","city","临高县","1",NA,"0","0","0",NA
"22","辽宁省","city","丹东","5",NA,"0","0","0",NA
"23","内蒙古自治区","city","乌兰察布","1",NA,"0","0","0",NA
"24","新疆维吾尔自治区","city","乌鲁木齐","7",NA,"0","0","0",NA
"25","四川省","city","乐山","2",NA,"0","0","0",NA
"26","江西省","city","九江","31",NA,"0","0","0",NA
"27","重庆市","city","九龙坡区","5",NA,"0","0","0",NA
"28","重庆市","city","云阳县","13",NA,"0","0","0",NA
"29","安徽省","city","亳州","20",NA,"0","0","1",NA
"30","湖北省","city","仙桃","55",NA,"0","0","0",NA
"31","新疆维吾尔自治区","city","伊犁州","4",NA,"0","0","0",NA
"32","广东省","city","佛山","25",NA,"0","0","0",NA
"33","黑龙江省","city","佳木斯","5",NA,"0","0","0",NA
"34","河北省","city","保定","7",NA,"0","0","0",NA
"35","云南省","city","保山","6",NA,"0","0","0",NA
