"province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"黑龙江省","city","七台河","8",NA,"0","0","0",NA
"海南省","city","万宁","11",NA,"0","0","0",NA
"重庆市","city","万州区","60",NA,"0","1","0",NA
"海南省","city","三亚","18",NA,"0","0","5",NA
"福建省","city","三明","11",NA,"0","0","0",NA
"河南省","city","三门峡","7",NA,"0","0","0",NA
"江西省","city","上饶","50",NA,"0","0","4",NA
"天津市","city","东丽区","3",NA,"0","0","0",NA
"北京市","city","东城区","2",NA,"0","0","0",NA
"海南省","city","东方","2",NA,"0","0","0",NA
"广东省","city","东莞","37",NA,"0","0","0",NA
"重庆市","city","两江新区","13",NA,"0","0","0",NA
"浙江省","city","丽水","16",NA,"0","0","1",NA
"云南省","city","丽江","7",NA,"0","0","0",NA
"宁夏回族自治区","city","中卫","3",NA,"0","0","0",NA
"广东省","city","中山","31",NA,"0","0","3",NA
"北京市","city","丰台区","18",NA,"0","0","0",NA
"重庆市","city","丰都县","6",NA,"0","0","1",NA
"甘肃省","city","临夏","3",NA,"0","0","0",NA
"山西省","city","临汾","1",NA,"0","0","0",NA
"山东省","city","临沂","28",NA,"0","0","1",NA
"云南省","city","临沧","1",NA,"0","0","0",NA
"海南省","city","临高","4",NA,"0","0","0",NA
"辽宁省","city","丹东","6",NA,"0","0","0",NA
"内蒙古自治区","city","乌兰察布","3",NA,"0","0","0",NA
"内蒙古自治区","city","乌海市","1",NA,"0","0","0",NA
"新疆维吾尔自治区","city","乌鲁木齐","12",NA,"0","0","0",NA
"海南省","city","乐东","1",NA,"0","0","0",NA
"四川省","city","乐山","2",NA,"0","0","0",NA
"江西省","city","九江","78",NA,"0","0","3",NA
"重庆市","city","九龙坡区","15",NA,"0","1","0",NA
"重庆市","city","云阳县","18",NA,"0","0","1",NA
"安徽省","city","亳州","48",NA,"0","0","2",NA
"湖北省","city","仙桃","188",NA,"0","3","0",NA
"新疆维吾尔自治区","city","伊犁州","7",NA,"0","0","0",NA
"广东省","city","佛山","49",NA,"0","0","1",NA
"黑龙江省","city","佳木斯","11",NA,"0","0","0",NA
"河北省","city","保定","13",NA,"0","0","2",NA
"云南省","city","保山","8",NA,"0","0","0",NA
"河南省","city","信阳","112",NA,"0","0","6",NA
"海南省","city","儋州","8",NA,"0","0","0",NA
"吉林省","city","公主岭","3",NA,"0","0","0",NA
"安徽省","city","六安","30",NA,"0","0","1",NA
"贵州省","city","六盘水","9",NA,"0","0","0",NA
"甘肃省","city","兰州","30",NA,"0","0","3",NA
"内蒙古自治区","city","兴安盟","1",NA,"0","0","0",NA
"四川省","city","内江","15",NA,"0","0","0",NA
"四川省","city","凉山州","6",NA,"0","0","0",NA
"内蒙古自治区","city","包头","6",NA,"0","0","0",NA
"广西壮族自治区","city","北海","27",NA,"0","0","2",NA
"湖北省","city","十堰","291",NA,"0","0","6",NA
"江苏省","city","南京","44",NA,"0","0","4",NA
"四川省","city","南充","27",NA,"0","0","0",NA
"广西壮族自治区","city","南宁","27",NA,"0","0","0",NA
"重庆市","city","南岸区","7",NA,"0","0","0",NA
"福建省","city","南平","11",NA,"0","0","0",NA
"天津市","city","南开区","3",NA,"0","0","0",NA
"江西省","city","南昌","121",NA,"0","0","4",NA
"江苏省","city","南通","22",NA,"0","0","0",NA
"河南省","city","南阳","99",NA,"2","2","2",NA
"福建省","city","厦门","20",NA,"0","0","0",NA
"黑龙江省","city","双鸭山","12",NA,"0","0","0",NA
"浙江省","city","台州","115",NA,"0","0","11",NA
"重庆市","city","合川区","9",NA,"0","0","0",NA
"安徽省","city","合肥","81",NA,"0","0","5",NA
"江西省","city","吉安","15",NA,"0","0","1",NA
"吉林省","city","吉林市","5",NA,"0","0","0",NA
"新疆维吾尔自治区","city","吐鲁番","1",NA,"0","0","0",NA
"山西省","city","吕梁","5",NA,"0","0","0",NA
"宁夏回族自治区","city","吴忠","7",NA,"0","0","0",NA
"河南省","city","周口","52",NA,"0","0","1",NA
"内蒙古自治区","city","呼伦贝尔","3",NA,"0","0","1",NA
"内蒙古自治区","city","呼和浩特","4",NA,"0","0","0",NA
"天津市","city","和平区","6",NA,"0","0","0",NA
"湖北省","city","咸宁","348",NA,"0","0","1",NA
"陕西省","city","咸阳","11",NA,"0","0","0",NA
"黑龙江省","city","哈尔滨","63",NA,"0","0","4",NA
"河北省","city","唐山","11",NA,"0","0","0",NA
"河南省","city","商丘","60",NA,"0","0","0",NA
"陕西省","city","商洛","5",NA,"0","0","0",NA
"浙江省","city","嘉兴","23",NA,"0","0","0",NA
"上海市","city","嘉定区","3",NA,"0","0","0",NA
"吉林省","city","四平","7",NA,"0","0","0",NA
"宁夏回族自治区","city","固原","2",NA,"0","0","0",NA
"重庆市","city","垫江县","13",NA,"0","0","1",NA
"重庆市","city","城口县","2",NA,"0","0","0",NA
"北京市","city","外地来京人员","20",NA,"0","0","2",NA
"上海市","city","外地来沪人员","81",NA,"0","1","6",NA
"天津市","city","外地来津人员","6",NA,"0","0","0",NA
"北京市","city","大兴区","29",NA,"0","0","2",NA
"黑龙江省","city","大兴安岭","2",NA,"0","0","0",NA
"山西省","city","大同","9",NA,"0","0","0",NA
"黑龙江省","city","大庆","11",NA,"0","0","0",NA
"重庆市","city","大渡口区","7",NA,"0","0","0",NA
"云南省","city","大理","7",NA,"0","0","1",NA
"重庆市","city","大足区","7",NA,"0","0","0",NA
"辽宁省","city","大连","13",NA,"0","0","2",NA
"甘肃省","city","天水","10",NA,"0","0","0",NA
"湖北省","city","天门","117",NA,"0","10","0",NA
"山西省","city","太原","6",NA,"0","0","1",NA
"重庆市","city","奉节县","9",NA,"0","0","0",NA
"上海市","city","奉贤区","6",NA,"0","0","0",NA
"山东省","city","威海","25",NA,"0","0","2",NA
"湖北省","city","孝感","1120",NA,"0","17","4",NA
"宁夏回族自治区","city","宁东管委会","1",NA,"0","0","0",NA
"福建省","city","宁德","12",NA,"0","0","0",NA
"天津市","city","宁河区","4",NA,"0","0","0",NA
"浙江省","city","宁波","102",NA,"0","0","4",NA
"安徽省","city","安庆","55",NA,"0","0","3",NA
"陕西省","city","安康","17",NA,"0","0","0",NA
"河南省","city","安阳","33",NA,"0","0","1",NA
"贵州省","city","安顺","2",NA,"0","0","0",NA
"海南省","city","定安","3",NA,"0","0","0",NA
"甘肃省","city","定西","3",NA,"0","0","1",NA
"四川省","city","宜宾","7",NA,"0","0","0",NA
"湖北省","city","宜昌","452",NA,"0","3","2",NA
"江西省","city","宜春","45",NA,"0","0","2",NA
"天津市","city","宝坻区","13",NA,"0","0","0",NA
